Combos Taken,Mean Square Error,Absolute Error
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Cites/Doc(2 Years)",0.10603873553434863,0.2076918659287001
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09703180237818564,0.20021805255598774
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Citable Docs(3 Years)",0.37994993954049355,0.49819700306491654
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Citable Docs(3 Years), Ref/Doc",0.3786210210752505,0.4926851510909917
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.11222419625789176,0.21075413539533222
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.10274349772411605,0.20202478602937302
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years)",0.48428515653944637,0.5937548903750364
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years), Ref/Doc",0.4848381116944326,0.5921770711386767
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years), Cites/Doc(2 Years)",0.10451948445445422,0.20420130491689858
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09573092931055598,0.1983957952766925
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years)",0.5013343318635285,0.5997265823610908
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.5057050867758546,0.5962918729620732
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.10898054362571093,0.21043713672187314
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09993619234902644,0.2001068806216272
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs",0.3430713761245028,0.5000379249883217
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Ref/Doc",0.3449795691003911,0.4986155176549622
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Cites/Doc(2 Years)",0.10911341590140045,0.21059336410843954
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Cites/Doc(2 Years), Ref/Doc",0.09709657313291678,0.2002984559628594
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Citable Docs(3 Years)",0.36767078079907056,0.49492810593964703
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Citable Docs(3 Years), Ref/Doc",0.37597162977164206,0.4922190382963356
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years)",0.11540664887239037,0.21218091095174407
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.10233677388629778,0.20172260132865763
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years)",0.4818829876637444,0.592603968996755
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Ref/Doc",0.476680095227879,0.5876014155790326
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Cites/Doc(2 Years)",0.10581468341924903,0.2065654991981662
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09578602628149262,0.19847481718929455
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years)",0.5157656734999023,0.6058357439449741
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Ref/Doc",0.5070630183351668,0.5966998338104629
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years)",0.10952325627937766,0.20875418878526672
"SJR, H-Index, Total Docs(2017), Total Docs(3 Years), Total Refs, Total Cites(3 Years), Citable Docs(3 Years), Cites/Doc(2 Years), Ref/Doc",0.09977335547643523,0.2000986360676403
